Index,Codul candidatului,Poziţia în ierarhia Evaluare Națională 2025,Școala de proveniență,Limba şi literatura română - Notă,Limba şi literatura română - Contestație,Limba şi literatura română - Notă finală,Matematică - Notă,Matematică - Contestație,Matematică - Notă finală,Limba şi literatura maternă - Denumire,Limba şi literatura maternă - Notă,Limba şi literatura maternă - Contestație,Limba şi literatura maternă - Notă finală,Media la evaluarea națională
2881,TM8282056,3024,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",7.85,-,-,4.60,-,-,Limba maghiara,7.80,-,-,6.75
2882,TM8283938,1874,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.95,-,-,6.65,-,-,Limba germana,8.65,-,-,8.08
2883,TM8283995,4710,ȘCOALA GIMNAZIALĂ VARIAȘ,3.10,-,-,5.50,-,-,-,-,-,-,4.30
2884,TM8284184,3800,ȘCOALA GIMNAZIALĂ COȘTEIU,5.90,-,-,5.60,-,-,-,-,-,-,5.75
2885,TM8293285,2736,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,7.85,-,-,6.40,-,-,-,-,-,-,7.12
2886,TM8293314,3187,ȘCOALA GIMNAZIALĂ COȘTEIU,6.75,-,-,6.40,-,-,-,-,-,-,6.57
2887,TM8293411,5348,ȘCOALA GIMNAZIALĂ COȘTEIU,Absent,-,-,Absent,-,-,-,-,-,-,Absent
2888,TM8293887,4780,ȘCOALA GIMNAZIALĂ COȘTEIU,2.80,-,-,5.50,-,-,-,-,-,-,4.15
2889,TM8294083,2903,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",7.50,-,-,6.30,-,-,-,-,-,-,6.90
2890,TM8294161,3225,ȘCOALA GIMNAZIALĂ COȘTEIU,6.50,-,-,6.55,-,-,-,-,-,-,6.52
2891,TM8294178,3382,ȘCOALA GIMNAZIALĂ COȘTEIU,6.30,-,-,6.30,-,-,-,-,-,-,6.30
2892,TM8294264,4944,ȘCOALA GIMNAZIALĂ COȘTEIU,3.95,-,-,3.50,-,-,-,-,-,-,3.72
2893,TM8322617,4885,ȘCOALA GIMNAZIALĂ PIȘCHIA,3.30,-,-,4.50,-,-,-,-,-,-,3.90
2894,TM8323098,5349,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,Absent,-,-,Absent,-,-,-,-,-,-,Absent
2895,TM8323440,5350,ȘCOALA GIMNAZIALĂ PIȘCHIA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
2896,TM8323559,4065,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,6.15,-,-,4.60,-,-,-,-,-,-,5.37
2897,TM8323576,4881,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,4.65,-,-,3.15,-,-,-,-,-,-,3.90
2898,TM8323729,5351,ȘCOALA GIMNAZIALĂ PIȘCHIA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
2899,TM8324013,3980,ȘCOALA GIMNAZIALĂ PIȘCHIA,5.00,-,-,6.00,-,-,-,-,-,-,5.50
2900,TM8324116,3299,ȘCOALA GIMNAZIALĂ PIȘCHIA,7.20,-,-,5.60,-,-,-,-,-,-,6.40
2901,TM8324146,4028,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",7.15,-,-,3.70,-,-,-,-,-,-,5.42
2902,TM8324204,4578,ȘCOALA GIMNAZIALĂ PIȘCHIA,5.10,-,-,4.00,-,-,-,-,-,-,4.55
2903,TM8324233,2294,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,7.40,-,-,7.90,-,-,-,-,-,-,7.65
2904,TM8324263,4817,ȘCOALA GIMNAZIALĂ PIȘCHIA,4.05,-,-,4.05,-,-,-,-,-,-,4.05
2905,TM8324273,2717,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,7.75,-,-,6.55,-,-,-,-,-,-,7.15
2906,TM8324692,2409,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,7.30,-,-,7.75,-,-,-,-,-,-,7.52
2907,TM8324842,4217,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,6.85,-,-,3.45,-,-,-,-,-,-,5.15
2908,TM8324881,4151,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,5.35,-,-,5.20,-,-,-,-,-,-,5.27
2909,TM8324911,3056,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,6.70,-,-,6.75,-,-,-,-,-,-,6.72
2910,TM8324990,5352,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,Absent,-,-,Absent,-,-,-,-,-,-,Absent
2911,TM8324999,5353,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,Absent,-,-,Absent,-,-,-,-,-,-,Absent
2912,TM8325031,5354,ȘCOALA GIMNAZIALĂ BENCECU DE SUS,Absent,-,-,Absent,-,-,-,-,-,-,Absent
2913,TM8338487,527,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.40,-,-,9.10,-,-,-,-,-,-,9.25
2914,TM8354874,4775,ȘCOALA GIMNAZIALĂ VARIAȘ,4.80,-,-,3.50,-,-,-,-,-,-,4.15
2915,TM8359615,1733,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.40,-,-,7.75,-,-,Limba germana,7.50,-,-,8.21
2916,TM8360875,511,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.60,-,-,9.00,-,-,Limba germana,9.20,-,-,9.26
2917,TM8361017,2060,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.75,-,-,7.20,-,-,Limba germana,7.70,-,-,7.88
2918,TM8361280,5355,ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA,Absent,-,-,Absent,-,-,-,-,-,-,Absent
2919,TM8361430,1923,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.55,-,-,5.95,-,-,Limba germana,8.60,-,-,8.03
2920,TM8361978,3521,ȘCOALA GIMNAZIALĂ NR.4 TIMIȘOARA,7.40,-,-,4.80,-,-,-,-,-,-,6.10
2921,TM8362313,851,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.55,-,-,8.40,-,-,-,-,-,-,8.97
2922,TM8362926,687,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,9.35,-,-,9.35,-,-,Limba germana,8.65,-,-,9.11
2923,TM8370587,1428,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",8.35,-,-,8.65,-,-,-,-,-,-,8.50
2924,TM8371062,1662,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",7.95,-,-,8.65,-,-,-,-,-,-,8.30
2925,TM8371388,634,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.50,-,-,8.80,-,-,-,-,-,-,9.15
2926,TM8371514,793,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,9.15,-,-,8.90,-,-,-,-,-,-,9.02
2927,TM8371628,2253,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.65,-,-,7.75,-,-,-,-,-,-,7.70
2928,TM8371741,2006,LICEUL TEORETIC PERIAM,8.40,-,-,7.50,-,-,-,-,-,-,7.95
2929,TM8371883,2788,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",8.25,-,-,5.85,-,-,-,-,-,-,7.05
2930,TM8372516,116,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.85,-,-,9.50,-,-,-,-,-,-,9.67
2931,TM8372723,244,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.45,-,-,9.60,-,-,-,-,-,-,9.52
2932,TM8372849,2590,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",8.15,-,-,6.50,-,-,-,-,-,-,7.32
2933,TM8373457,259,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.60,-,-,9.40,-,-,-,-,-,-,9.50
2934,TM8373792,1431,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,8.25,-,-,8.75,-,-,-,-,-,-,8.50
2935,TM8374941,5092,"LICEUL TEORETIC ""ALEXANDRU MOCIONI"" CIACOVA",2.55,-,-,3.50,-,-,-,-,-,-,3.02
2936,TM8377377,4204,ȘCOALA GIMNAZIALĂ NR.2 LUGOJ,6.10,-,-,4.25,-,-,-,-,-,-,5.17
2937,TM8378991,842,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.65,-,-,9.35,-,-,-,-,-,-,9.00
2938,TM8394506,46,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,9.75,-,-,9.85,-,-,-,-,-,-,9.80
2939,TM8394595,2274,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,7.80,-,-,7.55,-,-,-,-,-,-,7.67
2940,TM8395608,3258,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,5.85,-,-,7.10,-,-,-,-,-,-,6.47
2941,TM8395752,763,LICEUL WALDORF TIMIȘOARA,9.00,-,-,9.10,-,-,-,-,-,-,9.05
2942,TM8395906,176,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.35,-,-,9.85,-,-,-,-,-,-,9.60
2943,TM8396046,589,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,9.25,-,-,9.15,-,-,-,-,-,-,9.20
2944,TM8396569,1037,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.00,-,-,8.65,-,-,-,-,-,-,8.82
2945,TM8397191,2344,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,7.65,-,-,7.55,-,-,-,-,-,-,7.60
2946,TM8398661,4378,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",5.35,-,-,4.50,-,-,-,-,-,-,4.92
2947,TM8399150,2345,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",7.60,-,-,7.60,-,-,-,-,-,-,7.60
2948,TM8399767,2024,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.75,-,-,7.10,-,-,-,-,-,-,7.92
2949,TM8399935,781,ȘCOALA GIMNAZIALĂ NR.27 TIMIȘOARA,9.70,-,-,8.35,-,-,-,-,-,-,9.02
2950,TM8400158,1837,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",8.45,-,-,7.80,-,-,-,-,-,-,8.12
2951,TM8400260,2435,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",7.60,-,-,7.40,-,-,-,-,-,-,7.50
2952,TM8400322,1722,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.40,-,-,8.05,-,-,-,-,-,-,8.22
2953,TM8401372,1370,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.10,-,-,7.95,-,-,-,-,-,-,8.52
2954,TM8401679,5224,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",3.00,-,-,Absent,-,-,-,-,-,-,Absent
2955,TM8401722,147,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.65,-,-,9.60,-,-,-,-,-,-,9.62
2956,TM8402017,1696,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.40,-,-,8.05,-,-,Limba germana,8.30,-,-,8.25
2957,TM8402933,2017,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",7.30,-,-,8.60,-,-,-,-,-,-,7.95
2958,TM8403226,845,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",8.50,-,-,9.50,-,-,-,-,-,-,9.00
2959,TM8404871,3211,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",6.75,-,-,6.35,-,-,-,-,-,-,6.55
2960,TM8405137,1533,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,9.25,-,-,7.55,-,-,-,-,-,-,8.40
2961,TM8406156,2002,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",8.65,-,-,7.25,-,-,-,-,-,-,7.95
2962,TM8406629,1640,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",7.60,-,-,9.05,-,-,-,-,-,-,8.32
2963,TM8406784,3660,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",5.30,-,-,6.60,-,-,-,-,-,-,5.95
2964,TM8407539,1965,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",7.85,-,-,8.15,-,-,-,-,-,-,8.00
2965,TM8407842,1457,ȘCOALA GIMNAZIALĂ ȘAG,8.15,-,-,8.80,-,-,-,-,-,-,8.47
2966,TM8408295,2869,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",7.60,-,-,6.30,-,-,-,-,-,-,6.95
2967,TM8408316,1564,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,9.15,-,-,7.60,-,-,-,-,-,-,8.37
2968,TM8408498,70,"LICEUL CU PROGRAM SPORTIV ""BANATUL"" TIMIȘOARA",9.70,-,-,9.80,-,-,-,-,-,-,9.75
2969,TM8408635,1461,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.05,-,-,8.90,-,-,-,-,-,-,8.47
2970,TM8408974,2963,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,7.75,-,-,5.90,-,-,-,-,-,-,6.82
2971,TM8410471,152,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.50,-,-,9.75,-,-,-,-,-,-,9.62
2972,TM8410849,2391,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.75,-,-,7.35,-,-,-,-,-,-,7.55
2973,TM8411074,428,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",9.30,-,-,9.35,-,-,-,-,-,-,9.32
2974,TM8411882,1122,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.60,-,-,8.90,-,-,-,-,-,-,8.75
2975,TM8412151,1953,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,8.45,-,-,7.55,-,-,-,-,-,-,8.00
2976,TM8415471,2429,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.85,-,-,7.15,-,-,-,-,-,-,7.50
2977,TM8416117,528,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.40,-,-,9.10,-,-,-,-,-,-,9.25
2978,TM8416304,27,"COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA",9.70,-,-,10.00,-,-,-,-,-,-,9.85
2979,TM8416664,622,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.15,-,-,9.20,-,-,-,-,-,-,9.17
2980,TM8416794,3704,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,6.25,-,-,5.50,-,-,-,-,-,-,5.87
2981,TM8416962,1466,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,9.35,-,-,7.55,-,-,-,-,-,-,8.45
2982,TM8417086,4547,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,5.65,-,-,3.55,-,-,-,-,-,-,4.60
2983,TM8417247,726,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,9.20,-,-,8.95,-,-,-,-,-,-,9.07
2984,TM8417330,1452,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.55,-,-,8.40,-,-,-,-,-,-,8.47
2985,TM8417433,3700,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,6.95,-,-,4.80,-,-,-,-,-,-,5.87
2986,TM8417549,1676,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.00,-,-,8.55,-,-,-,-,-,-,8.27
2987,TM8417612,2462,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,6.65,-,-,8.30,-,-,-,-,-,-,7.47
2988,TM8417746,539,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,9.10,-,-,9.40,-,-,-,-,-,-,9.25
2989,TM8417817,4334,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,4.90,-,-,5.10,-,-,-,-,-,-,5.00
2990,TM8418309,3280,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.35,-,-,4.50,-,-,-,-,-,-,6.42
2991,TM8418444,502,ȘCOALA GIMNAZIALĂ NR.6 TIMIȘOARA,9.10,-,-,9.45,-,-,-,-,-,-,9.27
2992,TM8418897,333,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,9.35,-,-,9.50,-,-,-,-,-,-,9.42
2993,TM8418976,2073,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,8.05,-,-,7.70,-,-,-,-,-,-,7.87
2994,TM8419115,1365,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",9.65,-,-,7.40,-,-,-,-,-,-,8.52
2995,TM8442132,1377,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",8.95,-,-,8.10,-,-,-,-,-,-,8.52
2996,TM8447015,4746,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",4.45,-,-,4.00,-,-,-,-,-,-,4.22
2997,TM8447094,3271,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",6.90,-,-,6.00,-,-,-,-,-,-,6.45
2998,TM8447448,4042,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",7.30,-,-,3.50,-,-,-,-,-,-,5.40
2999,TM8447824,3703,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",6.65,-,-,5.10,-,-,-,-,-,-,5.87
3000,TM8456694,4161,ȘCOALA GIMNAZIALĂ BIRDA,6.40,-,-,4.10,-,-,-,-,-,-,5.25
3001,TM8457474,3479,ȘCOALA GIMNAZIALĂ BIRDA,8.80,-,-,3.50,-,-,-,-,-,-,6.15
3002,TM8457978,4069,LICEUL TEORETIC GĂTAIA,5.70,-,-,5.05,-,-,-,-,-,-,5.37
3003,TM8458449,2608,ȘCOALA GIMNAZIALĂ BIRDA,8.05,-,-,6.55,-,-,-,-,-,-,7.30
3004,TM8458750,5113,ȘCOALA GIMNAZIALĂ BIRDA,3.20,-,-,2.50,-,-,-,-,-,-,2.85
3005,TM8461705,5073,ȘCOALA GIMNAZIALĂ TOMNATIC,2.90,-,-,3.50,-,-,-,-,-,-,3.20
3006,TM8464777,3849,ȘCOALA GIMNAZIALĂ BIRDA,7.35,-,-,4.00,-,-,-,-,-,-,5.67
3007,TM8465125,735,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,8.85,-,-,9.30,-,-,-,-,-,-,9.07
3008,TM8465338,1375,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,9.00,-,-,8.05,-,-,-,-,-,-,8.52
3009,TM8465463,672,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.15,-,-,9.10,-,-,-,-,-,-,9.12
3010,TM8465504,4230,ȘCOALA GIMNAZIALĂ BIRDA,5.30,-,-,5.00,-,-,-,-,-,-,5.15
3011,TM8465670,2164,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.40,-,-,8.20,-,-,-,-,-,-,7.80
3012,TM8465888,4032,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",6.35,-,-,4.50,-,-,-,-,-,-,5.42
3013,TM8466589,1787,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.40,-,-,7.95,-,-,-,-,-,-,8.17
3014,TM8466733,1348,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,8.70,-,-,8.40,-,-,-,-,-,-,8.55
3015,TM8466863,2254,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",7.65,-,-,7.75,-,-,-,-,-,-,7.70
3016,TM8467256,4206,LICEUL TEORETIC PERIAM,5.85,-,-,4.50,-,-,-,-,-,-,5.17
3017,TM8467298,943,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,9.75,-,-,8.05,-,-,-,-,-,-,8.90
3018,TM8467493,217,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.60,-,-,9.50,-,-,-,-,-,-,9.55
3019,TM8467748,1159,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,8.35,-,-,9.10,-,-,-,-,-,-,8.72
3020,TM8467963,1586,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,7.85,-,-,8.90,-,-,-,-,-,-,8.37
3021,TM8468332,1205,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.95,-,-,8.40,-,-,-,-,-,-,8.67
3022,TM8469112,2113,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.45,-,-,7.20,-,-,-,-,-,-,7.82
3023,TM8469257,883,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,9.20,-,-,8.70,-,-,-,-,-,-,8.95
3024,TM8469707,3778,"LICEUL TEOLOGIC ORTODOX ""SFÂNTUL ANTIM IVIREANUL"" TIMIȘOARA",6.85,-,-,4.70,-,-,-,-,-,-,5.77
3025,TM8469790,3426,ȘCOALA GIMNAZIALĂ BIRDA,8.45,-,-,4.00,-,-,-,-,-,-,6.22
3026,TM8469896,2107,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.90,-,-,6.75,-,-,-,-,-,-,7.82
3027,TM8470016,2839,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,6.70,-,-,7.30,-,-,-,-,-,-,7.00
3028,TM8470696,174,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",9.40,-,-,9.80,-,-,-,-,-,-,9.60
3029,TM8472208,666,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,9.30,-,-,8.95,-,-,-,-,-,-,9.12
3030,TM8473651,3351,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,7.95,-,-,4.70,-,-,-,-,-,-,6.32
3031,TM8478692,4389,LICEUL TEORETIC SPECIAL IRIS TIMIȘOARA,5.80,-,-,4.00,-,-,-,-,-,-,4.90
3032,TM8481219,659,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.50,-,-,8.75,-,-,-,-,-,-,9.12
3033,TM8481779,586,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.30,-,-,9.10,-,-,-,-,-,-,9.20
3034,TM8482331,1143,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,9.10,-,-,8.35,-,-,-,-,-,-,8.72
3035,TM8486444,5211,ȘCOALA GIMNAZIALĂ JIMBOLIA,1.20,-,-,2.50,-,-,-,-,-,-,1.85
3036,TM8496024,3044,ȘCOALA GIMNAZIALĂ NR.27 TIMIȘOARA,7.70,-,-,5.75,-,-,-,-,-,-,6.72
3037,TM8500952,832,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",9.10,-,-,8.90,-,-,-,-,-,-,9.00
3038,TM8503325,1354,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",8.40,-,-,8.70,-,-,-,-,-,-,8.55
3039,TM8505503,5232,ȘCOALA GIMNAZIALĂ GRABĂȚ,1.80,-,-,Absent,-,-,-,-,-,-,Absent
3040,TM8512153,4111,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",5.85,-,-,4.80,-,-,-,-,-,-,5.32
3041,TM8517412,3440,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,8.25,-,-,4.15,-,-,-,-,-,-,6.20
3042,TM8519058,1574,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA",8.45,-,-,8.30,-,-,-,-,-,-,8.37
3043,TM8520998,790,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",9.30,-,-,8.75,-,-,-,-,-,-,9.02
3044,TM8521537,1855,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",9.00,-,-,7.20,-,-,-,-,-,-,8.10
3045,TM8522440,829,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",9.15,-,-,8.85,-,-,-,-,-,-,9.00
3046,TM8522960,4131,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",5.60,-,-,5.00,-,-,-,-,-,-,5.30
3047,TM8523469,1216,LICEUL WALDORF TIMIȘOARA,8.45,-,-,8.90,-,-,-,-,-,-,8.67
3048,TM8523727,694,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",9.50,-,-,8.70,-,-,-,-,-,-,9.10
3049,TM8524450,817,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",9.40,-,-,8.60,-,-,-,-,-,-,9.00
3050,TM8524476,4907,ȘCOALA GIMNAZIALĂ NR.20 TIMIȘOARA,4.15,-,-,3.50,-,-,-,-,-,-,3.82
3051,TM8528484,3881,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",6.75,-,-,4.50,-,-,-,-,-,-,5.62
3052,TM8530902,3174,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,7.65,-,-,5.50,-,-,-,-,-,-,6.57
3053,TM8531228,3256,"ȘCOALA GIMNAZIALĂ ""IOSIF CIOROGARIU"" CHIȘODA",5.95,-,-,7.00,-,-,-,-,-,-,6.47
3054,TM8537830,3566,ȘCOALA GIMNAZIALĂ GHIRODA,6.75,-,-,5.35,-,-,-,-,-,-,6.05
3055,TM8538673,1757,ȘCOALA GIMNAZIALĂ NR.2 TIMIȘOARA,8.30,-,-,8.10,-,-,-,-,-,-,8.20
3056,TM8538932,2472,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,8.40,-,-,6.50,-,-,-,-,-,-,7.45
3057,TM8539144,1580,"LICEUL CU PROGRAM SPORTIV ""BANATUL"" TIMIȘOARA",8.30,-,-,8.45,-,-,-,-,-,-,8.37
3058,TM8539218,554,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,9.45,-,-,9.00,-,-,-,-,-,-,9.22
3059,TM8539426,2679,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,8.30,-,-,6.10,-,-,-,-,-,-,7.20
3060,TM8539669,1040,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",8.95,-,-,8.70,-,-,-,-,-,-,8.82
3061,TM8539946,2375,ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ,8.85,-,-,6.25,-,-,-,-,-,-,7.55
3062,TM8541185,2048,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",8.05,-,-,7.75,-,-,-,-,-,-,7.90
3063,TM8541484,401,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",9.35,-,-,9.35,-,-,-,-,-,-,9.35
